,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err
367,Fodé Ballo-Touré,sn SEN,"DF,MF",27-125,0.6,3.0,2,1.0,2.0,0.0,1.0,0.0,1.0,3,6.0,2.0,0.0
368,Aleksandar Mitrović,rs SRB,FW,29-234,0.4,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
369,Joachim Andersen,dk DEN,DF,27-342,36.0,53.0,33,32.0,19.0,2.0,31.0,18.0,13.0,42,95.0,192.0,1.0
370,Tyrick Mitchell,eng ENG,"DF,MF",24-249,33.8,97.0,54,71.0,19.0,7.0,60.0,10.0,50.0,25,122.0,102.0,0.0
371,Jordan Ayew,gh GHA,"FW,MF",32-239,28.2,65.0,36,23.0,28.0,14.0,43.0,2.0,41.0,16,81.0,15.0,0.0
372,Jefferson Lerma,co COL,"MF,DF",29-195,26.5,41.0,24,14.0,23.0,4.0,31.0,12.0,19.0,36,77.0,72.0,0.0
373,Jean-Philippe Mateta,fr FRA,FW,26-314,23.8,19.0,13,4.0,10.0,5.0,13.0,4.0,9.0,4,23.0,12.0,0.0
374,Joel Ward,eng ENG,DF,34-191,22.0,45.0,28,26.0,18.0,1.0,17.0,10.0,7.0,14,59.0,93.0,1.0
375,Marc Guéhi,eng ENG,DF,23-299,21.4,26.0,17,21.0,5.0,0.0,22.0,17.0,5.0,18,44.0,86.0,1.0
376,Eberechi Eze,eng ENG,"MF,FW",25-313,20.9,29.0,12,2.0,16.0,11.0,22.0,2.0,20.0,11,40.0,5.0,0.0
377,Will Hughes,eng ENG,MF,29-020,20.9,61.0,32,30.0,20.0,11.0,36.0,14.0,22.0,21,82.0,25.0,0.0
378,Chris Richards,us USA,"DF,MF",24-040,21.3,42.0,26,19.0,20.0,3.0,29.0,11.0,18.0,25,67.0,105.0,0.0
379,Sam Johnstone,eng ENG,GK,31-043,20.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,5.0,0.0
380,Odsonne Édouard,fr FRA,"FW,MF",26-112,16.9,24.0,11,8.0,8.0,8.0,17.0,1.0,16.0,6,30.0,19.0,0.0
381,Jeffrey Schlupp,gh GHA,"FW,MF",31-136,15.0,38.0,24,15.0,16.0,7.0,13.0,2.0,11.0,8,46.0,24.0,0.0
382,Dean Henderson,eng ENG,GK,27-056,16.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,8.0,2.0
383,Daniel Muñoz,co COL,"DF,MF",27-347,14.0,48.0,30,29.0,11.0,8.0,27.0,7.0,20.0,23,71.0,42.0,0.0
384,Adam Wharton,eng ENG,MF,19-340,12.5,44.0,29,17.0,20.0,7.0,15.0,2.0,13.0,19,63.0,21.0,1.0
385,Nathaniel Clyne,eng ENG,DF,33-032,12.9,23.0,15,11.0,10.0,2.0,16.0,6.0,10.0,9,32.0,28.0,0.0
386,Michael Olise,fr FRA,"FW,MF",22-147,12.2,17.0,8,7.0,9.0,1.0,18.0,0.0,18.0,9,26.0,9.0,0.0
387,Cheick Doucouré,ml MLI,MF,24-120,10.2,34.0,17,15.0,13.0,6.0,13.0,2.0,11.0,20,54.0,12.0,0.0
388,Jaïro Riedewald,nl NED,"MF,FW",27-241,2.6,9.0,3,2.0,4.0,3.0,0.0,0.0,0.0,2,11.0,2.0,0.0
389,Matheus França,br BRA,"MF,FW",20-036,2.6,3.0,3,2.0,1.0,0.0,4.0,0.0,4.0,1,4.0,1.0,0.0
390,Naouirou Ahamada,fr FRA,"MF,FW",22-039,3.1,10.0,7,5.0,5.0,0.0,3.0,0.0,3.0,1,11.0,3.0,0.0
391,David Ozoh,eng ENG,"MF,DF",18-342,1.7,10.0,6,3.0,6.0,1.0,2.0,0.0,2.0,0,10.0,2.0,0.0
392,Jesurun Rak Sakyi,eng ENG,"MF,FW",21-215,1.5,4.0,1,3.0,1.0,0.0,2.0,0.0,2.0,3,7.0,1.0,0.0
393,James Tomkins,eng ENG,DF,35-039,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
394,Remi Matthews,eng ENG,GK,30-087,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
395,Jordan Pickford,eng ENG,GK,30-061,36.0,0.0,0,0.0,0.0,0.0,3.0,0.0,3.0,0,0.0,18.0,1.0
396,James Tarkowski,eng ENG,DF,31-170,36.0,56.0,38,41.0,14.0,1.0,73.0,48.0,25.0,56,112.0,183.0,2.0
397,Jarrad Branthwaite,eng ENG,DF,21-315,32.6,61.0,30,38.0,21.0,2.0,45.0,32.0,13.0,50,111.0,153.0,1.0
398,James Garner,eng ENG,MF,23-055,31.4,80.0,42,30.0,37.0,13.0,42.0,13.0,29.0,45,125.0,44.0,1.0
399,Dwight McNeil,eng ENG,"MF,FW",24-167,30.4,42.0,25,16.0,12.0,14.0,43.0,7.0,36.0,20,62.0,36.0,0.0
400,Abdoulaye Doucouré,ml MLI,"FW,MF",31-127,27.5,42.0,26,19.0,14.0,9.0,23.0,3.0,20.0,15,57.0,16.0,0.0
401,Vitaliy Mykolenko,ua UKR,DF,24-344,27.4,69.0,38,46.0,21.0,2.0,36.0,11.0,25.0,36,105.0,92.0,0.0
402,Jack Harrison,eng ENG,"MF,FW",27-169,24.6,37.0,22,12.0,12.0,13.0,25.0,5.0,20.0,12,49.0,24.0,0.0
403,Ashley Young,eng ENG,"DF,MF",38-303,23.3,47.0,34,22.0,19.0,6.0,21.0,5.0,16.0,22,69.0,46.0,2.0
404,Dominic Calvert-Lewin,eng ENG,FW,27-052,22.4,12.0,5,1.0,6.0,5.0,13.0,4.0,9.0,4,16.0,34.0,0.0
405,Idrissa Gana Gueye,sn SEN,MF,34-224,18.9,69.0,43,29.0,26.0,14.0,21.0,6.0,15.0,23,92.0,14.0,0.0
406,Amadou Onana,be BEL,MF,22-265,21.2,61.0,34,27.0,27.0,7.0,22.0,5.0,17.0,16,77.0,29.0,0.0
407,Ben Godfrey,eng ENG,DF,26-113,12.4,30.0,20,17.0,8.0,5.0,14.0,8.0,6.0,16,46.0,57.0,0.0
408,Nathan Patterson,sct SCO,DF,22-204,11.2,34.0,24,21.0,11.0,2.0,14.0,3.0,11.0,9,43.0,33.0,0.0
409,Beto,gw GNB,FW,26-097,10.6,14.0,6,1.0,6.0,7.0,11.0,0.0,11.0,1,15.0,14.0,0.0
410,Arnaut Danjuma,nl NED,"MF,FW",27-097,6.6,6.0,4,2.0,3.0,1.0,4.0,0.0,4.0,3,9.0,0.0,0.0
411,Séamus Coleman,ie IRL,DF,35-209,5.4,14.0,12,8.0,3.0,3.0,8.0,4.0,4.0,5,19.0,17.0,1.0
412,Michael Keane,eng ENG,DF,31-117,4.9,7.0,3,3.0,3.0,1.0,5.0,4.0,1.0,5,12.0,18.0,1.0
413,André Gomes,pt POR,"MF,FW",30-282,5.4,7.0,4,2.0,3.0,2.0,10.0,1.0,9.0,3,10.0,4.0,1.0
414,Alex Iwobi,ng NGA,MF,28-004,1.6,2.0,0,1.0,0.0,1.0,2.0,0.0,2.0,1,3.0,0.0,0.0
415,Lewis Dobbin,eng ENG,MF,21-125,2.3,7.0,6,3.0,3.0,1.0,4.0,1.0,3.0,1,8.0,0.0,0.0
416,Youssef Chermiti,pt POR,"FW,MF",19-349,2.0,3.0,2,2.0,1.0,0.0,3.0,1.0,2.0,1,4.0,1.0,0.0
417,Neal Maupay,fr FRA,FW,27-267,1.2,0.0,0,0.0,0.0,0.0,2.0,0.0,2.0,0,0.0,1.0,0.0
418,Thomas Cannon,ie IRL,FW,21-131,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
419,Tyler Onyango,eng ENG,MF,21-064,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
420,Mark Flekken,nl NED,GK,30-329,34.5,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,17.0,1.0
421,Vitaly Janelt,de GER,"MF,DF",25-363,32.2,62.0,37,29.0,24.0,9.0,33.0,9.0,24.0,35,97.0,61.0,2.0
422,Nathan Collins,ie IRL,DF,23-007,28.5,37.0,20,23.0,12.0,2.0,45.0,30.0,15.0,42,79.0,139.0,4.0
423,Yoane Wissa,cd COD,FW,27-247,26.5,28.0,16,13.0,10.0,5.0,23.0,3.0,20.0,9,37.0,13.0,0.0
424,Christian Nørgaard,dk DEN,MF,30-058,26.1,76.0,48,41.0,27.0,8.0,45.0,4.0,41.0,52,128.0,50.0,0.0
425,Ethan Pinnock,jm JAM,DF,30-344,26.0,35.0,23,22.0,13.0,0.0,36.0,23.0,13.0,39,74.0,164.0,2.0
426,Mathias Jensen,dk DEN,MF,28-127,23.5,52.0,31,24.0,21.0,7.0,40.0,6.0,34.0,21,73.0,25.0,1.0
427,Mads Roerslev,dk DEN,DF,24-318,21.1,43.0,27,30.0,9.0,4.0,15.0,3.0,12.0,19,62.0,70.0,0.0
428,Bryan Mbeumo,cm CMR,FW,24-274,19.8,14.0,10,6.0,5.0,3.0,20.0,1.0,19.0,6,20.0,12.0,0.0
429,Kristoffer Ajer,no NOR,DF,26-020,19.7,38.0,21,25.0,9.0,4.0,25.0,11.0,14.0,24,62.0,78.0,1.0
430,Ben Mee,eng ENG,DF,34-229,14.1,26.0,15,12.0,12.0,2.0,21.0,13.0,8.0,13,39.0,63.0,1.0
431,Keane Lewis-Potter,eng ENG,"FW,DF",23-075,15.3,17.0,7,5.0,11.0,1.0,10.0,2.0,8.0,7,24.0,23.0,0.0
432,Ivan Toney,eng ENG,FW,28-052,14.1,14.0,5,2.0,6.0,6.0,4.0,1.0,3.0,10,24.0,16.0,0.0
433,Neal Maupay,fr FRA,FW,27-267,14.5,10.0,7,4.0,5.0,1.0,10.0,0.0,10.0,2,12.0,3.0,0.0
434,Sergio Reguilón,es ESP,DF,27-143,10.6,36.0,17,24.0,11.0,1.0,21.0,6.0,15.0,15,51.0,33.0,0.0
435,Frank Onyeka,ng NGA,MF,26-127,12.9,37.0,24,9.0,23.0,5.0,15.0,7.0,8.0,23,60.0,17.0,0.0
436,Mathias Jørgensen,dk DEN,DF,34-014,11.1,15.0,11,13.0,1.0,1.0,9.0,5.0,4.0,12,27.0,38.0,0.0
437,Aaron Hickey,sct SCO,DF,21-332,7.9,16.0,9,9.0,3.0,4.0,7.0,3.0,4.0,3,19.0,10.0,0.0
438,Saman Ghoddos,ir IRN,DF,30-244,7.9,26.0,17,19.0,5.0,2.0,9.0,2.0,7.0,5,31.0,11.0,0.0
439,Mikkel Damsgaard,dk DEN,MF,23-309,8.2,28.0,16,13.0,9.0,6.0,21.0,1.0,20.0,11,39.0,9.0,1.0
440,Yehor Yarmoliuk,ua UKR,MF,20-067,7.5,16.0,10,5.0,8.0,3.0,16.0,4.0,12.0,6,22.0,5.0,0.0
441,Rico Henry,eng ENG,DF,26-304,4.5,7.0,5,3.0,3.0,1.0,8.0,3.0,5.0,5,12.0,5.0,1.0
442,Kevin Schade,de GER,FW,22-162,3.3,3.0,1,1.0,2.0,0.0,2.0,0.0,2.0,1,4.0,4.0,0.0
443,Shandon Baptiste,gd GRN,MF,26-029,2.5,4.0,4,2.0,2.0,0.0,5.0,1.0,4.0,3,7.0,6.0,0.0
444,Thomas Strakosha,al ALB,GK,29-049,1.5,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
445,Michael Olakigbe,eng ENG,"DF,FW",20-012,0.7,3.0,0,2.0,1.0,0.0,7.0,0.0,7.0,1,4.0,0.0,1.0
446,Josh Dasilva,eng ENG,"DF,FW",25-197,0.3,2.0,1,0.0,1.0,1.0,0.0,0.0,0.0,0,2.0,0.0,0.0
447,Myles Peart-Harris,eng ENG,"DF,MF",21-232,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
448,Morgan Gibbs-White,eng ENG,"MF,FW",24-101,33.1,35.0,24,6.0,19.0,10.0,28.0,6.0,22.0,16,51.0,20.0,0.0
449,Murillo,br BRA,DF,21-308,29.0,46.0,29,34.0,11.0,1.0,39.0,23.0,16.0,34,80.0,169.0,0.0
450,Anthony Elanga,se SWE,"FW,MF",22-010,25.9,33.0,19,20.0,6.0,7.0,22.0,2.0,20.0,8,41.0,19.0,1.0
451,Ryan Yates,eng ENG,MF,26-168,20.7,60.0,36,36.0,18.0,6.0,42.0,15.0,27.0,20,80.0,40.0,1.0
452,Ola Aina,ng NGA,DF,27-212,17.8,42.0,27,27.0,12.0,3.0,19.0,3.0,16.0,16,58.0,47.0,1.0
453,Orel Mangala,be BEL,MF,26-050,17.4,27.0,13,16.0,10.0,1.0,12.0,6.0,6.0,26,53.0,32.0,0.0
454,Nicolás Domínguez,ar ARG,"MF,FW",25-314,16.6,62.0,33,34.0,27.0,1.0,31.0,5.0,26.0,18,80.0,24.0,0.0
455,Callum Hudson-Odoi,eng ENG,"FW,MF",23-182,18.7,14.0,5,2.0,5.0,7.0,14.0,1.0,13.0,6,20.0,11.0,0.0
456,Chris Wood,nz NZL,FW,32-152,18.3,7.0,4,1.0,4.0,2.0,10.0,2.0,8.0,1,8.0,25.0,0.0
457,Neco Williams,wls WAL,DF,23-024,18.2,69.0,40,42.0,18.0,9.0,44.0,13.0,31.0,22,91.0,53.0,0.0
458,Danilo,br BRA,MF,23-008,18.0,29.0,16,18.0,10.0,1.0,33.0,8.0,25.0,32,61.0,35.0,0.0
459,Matt Turner,us USA,GK,29-318,17.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,4.0
460,Willy Boly,ci CIV,DF,33-094,14.0,43.0,26,34.0,9.0,0.0,27.0,19.0,8.0,22,65.0,77.0,0.0
461,Moussa Niakhate,sn SEN,DF,28-060,15.2,35.0,21,28.0,7.0,0.0,18.0,11.0,7.0,14,49.0,46.0,0.0
462,Harry Toffolo,eng ENG,DF,28-262,15.0,25.0,13,20.0,5.0,0.0,32.0,12.0,20.0,13,38.0,44.0,0.0
463,Matz Sels,be BEL,GK,32-071,14.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,10.0,0.0
464,Ibrahim Sangaré,ci CIV,MF,26-157,11.1,42.0,23,25.0,13.0,4.0,23.0,6.0,17.0,14,56.0,20.0,0.0
465,Taiwo Awoniyi,ng NGA,FW,26-269,11.4,9.0,7,1.0,4.0,4.0,7.0,2.0,5.0,1,10.0,9.0,0.0
466,Serge Aurier,ci CIV,"DF,MF",31-135,9.3,20.0,14,9.0,11.0,0.0,10.0,3.0,7.0,9,29.0,36.0,1.0
467,Andrew Omobamidele,ie IRL,DF,21-319,8.7,10.0,3,9.0,1.0,0.0,12.0,8.0,4.0,13,23.0,42.0,1.0
468,Gonzalo Montiel,ar ARG,DF,27-127,7.1,16.0,13,9.0,5.0,2.0,7.0,2.0,5.0,7,23.0,29.0,1.0
469,Divock Origi,be BEL,FW,29-019,6.7,6.0,4,5.0,0.0,1.0,6.0,0.0,6.0,2,8.0,4.0,0.0
470,Nuno Tavares,pt POR,DF,24-102,5.1,11.0,7,9.0,1.0,1.0,6.0,0.0,6.0,1,12.0,21.0,0.0
471,Odisseas Vlachodimos,gr GRE,GK,30-011,5.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
472,Joe Worrall,eng ENG,DF,27-118,4.9,7.0,5,6.0,1.0,0.0,5.0,4.0,1.0,3,10.0,32.0,1.0
473,Scott McKenna,sct SCO,DF,27-177,4.6,4.0,0,3.0,1.0,0.0,6.0,4.0,2.0,5,9.0,27.0,0.0
474,Felipe,br BRA,DF,34-357,4.2,12.0,9,9.0,3.0,0.0,4.0,1.0,3.0,4,16.0,12.0,0.0
475,Brennan Johnson,wls WAL,"FW,MF",22-350,2.6,4.0,1,1.0,1.0,2.0,4.0,1.0,3.0,0,4.0,0.0,0.0
476,Gio Reyna,us USA,"FW,MF",21-176,2.6,7.0,3,4.0,0.0,3.0,3.0,0.0,3.0,2,9.0,0.0,0.0
477,Cheikhou Kouyaté,sn SEN,MF,34-138,2.3,8.0,5,3.0,3.0,2.0,4.0,1.0,3.0,2,10.0,10.0,0.0
478,Rodrigo Ribeiro,pt POR,"MF,FW",19-009,0.2,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,0.0,0.0
479,Andrey Santos,br BRA,MF,20-004,0.1,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
480,Brandon Aguilera,cr CRC,FW,20-314,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
481,Thomas Kaminski,be BEL,GK,31-197,36.0,2.0,1,2.0,0.0,0.0,1.0,0.0,1.0,0,2.0,13.0,2.0
482,Alfie Doughty,eng ENG,DF,24-138,30.5,60.0,38,28.0,17.0,15.0,44.0,7.0,37.0,29,89.0,37.0,3.0
483,Carlton Morris,eng ENG,"FW,MF",28-143,29.8,11.0,7,3.0,3.0,5.0,24.0,5.0,19.0,1,12.0,50.0,0.0
484,Ross Barkley,eng ENG,MF,30-154,28.7,47.0,19,16.0,21.0,10.0,22.0,7.0,15.0,25,72.0,51.0,2.0
485,Teden Mengi,eng ENG,DF,22-007,26.3,50.0,19,31.0,18.0,1.0,39.0,27.0,12.0,55,105.0,136.0,0.0
486,Issa Kaboré,bf BFA,DF,22-361,19.2,52.0,28,23.0,21.0,8.0,22.0,11.0,11.0,16,68.0,56.0,2.0
487,Amari'i Bell,jm JAM,DF,30-002,19.1,50.0,33,30.0,19.0,1.0,33.0,15.0,18.0,25,75.0,60.0,1.0
488,Chiedozie Ogbene,ie IRL,"MF,DF",27-006,21.1,17.0,10,10.0,7.0,0.0,14.0,3.0,11.0,5,22.0,33.0,2.0
489,Gabriel Osho,ng NGA,DF,25-267,18.5,36.0,19,19.0,16.0,1.0,35.0,19.0,16.0,31,67.0,84.0,0.0
490,Reece Burke,eng ENG,DF,27-248,17.5,34.0,21,16.0,12.0,6.0,24.0,18.0,6.0,17,51.0,74.0,1.0
491,Tahith Chong,nl NED,MF,24-155,20.0,34.0,21,19.0,11.0,4.0,28.0,5.0,23.0,6,40.0,9.0,1.0
492,Elijah Adebayo,eng ENG,FW,26-121,13.9,3.0,0,1.0,0.0,2.0,9.0,2.0,7.0,6,9.0,24.0,0.0
493,Andros Townsend,eng ENG,"MF,FW",32-296,13.3,21.0,13,11.0,2.0,8.0,12.0,0.0,12.0,5,26.0,10.0,0.0
494,Tom Lockyer,wls WAL,DF,29-156,13.0,25.0,16,17.0,6.0,2.0,23.0,13.0,10.0,23,48.0,68.0,0.0
495,Albert Sambi Lokonga,be BEL,MF,24-198,12.5,28.0,17,14.0,11.0,3.0,20.0,12.0,8.0,8,36.0,12.0,0.0
496,Jordan Clark,eng ENG,MF,30-228,13.1,27.0,15,11.0,11.0,5.0,24.0,3.0,21.0,10,37.0,10.0,1.0
497,Marvelous Nakamba,zw ZIM,MF,30-109,12.6,40.0,24,24.0,14.0,2.0,23.0,6.0,17.0,11,51.0,11.0,1.0
498,Jacob Brown,sct SCO,"MF,FW",26-027,11.3,19.0,12,7.0,7.0,5.0,20.0,1.0,19.0,8,27.0,22.0,0.0
499,Pelly Ruddock Mpanzu,cd COD,MF,30-295,12.0,12.0,4,5.0,6.0,1.0,15.0,7.0,8.0,9,21.0,15.0,3.0
500,Daiki Hashioka,jp JPN,DF,24-356,5.6,11.0,5,6.0,4.0,1.0,10.0,6.0,4.0,8,19.0,19.0,0.0
501,Ryan John Giles,eng ENG,"DF,MF",24-102,5.6,8.0,6,4.0,3.0,1.0,2.0,0.0,2.0,4,12.0,22.0,0.0
502,Mads Juel Andersen,dk DEN,DF,26-132,4.4,6.0,5,4.0,2.0,0.0,9.0,6.0,3.0,8,14.0,29.0,0.0
503,Fred Onyedinma,eng ENG,"DF,MF",27-165,3.7,9.0,5,7.0,2.0,0.0,2.0,0.0,2.0,1,10.0,11.0,0.0
504,Cauley Woodrow,eng ENG,"FW,MF",29-157,4.5,16.0,10,8.0,4.0,4.0,5.0,1.0,4.0,0,16.0,14.0,0.0
505,Luke Berry,eng ENG,"MF,DF",31-300,3.5,7.0,2,2.0,4.0,1.0,5.0,0.0,5.0,0,7.0,3.0,0.0
506,Zack Nelson,eng ENG,"MF,DF",19-226,0.1,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
507,Joseph Johnson,eng ENG,DF,18-076,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
508,Sander Berge,no NOR,MF,26-083,31.4,73.0,44,32.0,36.0,5.0,46.0,18.0,28.0,23,96.0,59.0,2.0
509,Dara O'Shea,ie IRL,DF,25-064,30.1,33.0,16,18.0,12.0,3.0,39.0,29.0,10.0,32,65.0,151.0,2.0
510,James Trafford,eng ENG,GK,21-210,28.0,2.0,1,2.0,0.0,0.0,0.0,0.0,0.0,1,3.0,18.0,1.0
511,Zeki Amdouni,ch SUI,FW,23-155,20.8,27.0,18,1.0,15.0,11.0,22.0,10.0,12.0,8,35.0,10.0,0.0
512,Vitinho,br BRA,"DF,MF",24-289,24.4,61.0,31,34.0,21.0,6.0,42.0,6.0,36.0,12,73.0,45.0,4.0
513,Josh Brownhill,eng ENG,MF,28-140,24.8,61.0,35,23.0,28.0,10.0,32.0,8.0,24.0,34,95.0,40.0,1.0
514,Charlie Taylor,eng ENG,DF,30-232,24.1,34.0,19,19.0,13.0,2.0,25.0,10.0,15.0,18,52.0,77.0,0.0
515,Wilson Odobert,fr FRA,"MF,FW",19-161,21.3,16.0,12,7.0,5.0,4.0,26.0,2.0,24.0,5,21.0,13.0,0.0
516,Josh Cullen,ie IRL,MF,28-030,21.0,37.0,26,12.0,21.0,4.0,28.0,17.0,11.0,14,51.0,26.0,0.0
517,Lyle Foster,za RSA,"FW,MF",23-247,19.1,19.0,10,5.0,6.0,8.0,13.0,3.0,10.0,3,22.0,33.0,0.0
518,Jordan Beyer,de GER,DF,23-354,13.7,35.0,20,22.0,12.0,1.0,22.0,15.0,7.0,16,51.0,68.0,1.0
519,Jacob Bruun Larsen,dk DEN,"MF,FW",25-231,12.5,8.0,3,4.0,2.0,2.0,15.0,2.0,13.0,6,14.0,21.0,0.0
520,Maxime Estève,fr FRA,DF,21-347,12.5,23.0,8,12.0,11.0,0.0,20.0,9.0,11.0,22,45.0,50.0,0.0
521,Lorenz Assignon,tg TOG,DF,23-320,12.2,31.0,15,17.0,10.0,4.0,21.0,7.0,14.0,16,47.0,37.0,1.0
522,Luca Koleosho,it ITA,"MF,FW",19-235,10.8,7.0,4,2.0,5.0,0.0,13.0,0.0,13.0,2,9.0,0.0,0.0
523,Jóhann Berg Guðmundsson,is ISL,"MF,FW",33-193,12.7,13.0,4,6.0,5.0,2.0,14.0,0.0,14.0,16,29.0,16.0,0.0
524,Ameen Al-Dakhil,be BEL,DF,22-062,11.7,12.0,5,4.0,7.0,1.0,13.0,6.0,7.0,12,24.0,38.0,2.0
525,David Datro Fofana,ci CIV,FW,21-137,9.7,10.0,5,3.0,5.0,2.0,8.0,3.0,5.0,1,11.0,2.0,0.0
526,Connor Roberts,wls WAL,DF,28-227,9.1,12.0,5,6.0,4.0,2.0,8.0,6.0,2.0,4,16.0,25.0,2.0
527,Arijanet Muric,xk KVX,GK,25-182,8.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,7.0,3.0
528,Jay Rodriguez,eng ENG,FW,34-283,9.0,14.0,9,7.0,4.0,3.0,11.0,1.0,10.0,1,15.0,8.0,0.0
529,Hannes Delcroix,be BEL,DF,25-069,6.5,10.0,6,6.0,4.0,0.0,9.0,3.0,6.0,9,19.0,26.0,0.0
530,Aaron Ramsey,eng ENG,"MF,FW",21-107,5.9,17.0,14,7.0,5.0,5.0,11.0,2.0,9.0,1,18.0,10.0,0.0
531,Hjalmar Ekdal,se SWE,DF,25-199,4.9,4.0,2,2.0,2.0,0.0,10.0,5.0,5.0,6,10.0,21.0,0.0
532,Mike Trésor,be BEL,"FW,MF",24-345,4.6,10.0,6,9.0,1.0,0.0,5.0,0.0,5.0,1,11.0,1.0,0.0
533,Anass Zaroury,ma MAR,"FW,MF",23-182,1.7,1.0,0,1.0,0.0,0.0,2.0,0.0,2.0,0,1.0,1.0,1.0
534,Benson Manuel,be BEL,"MF,FW",27-040,1.1,3.0,2,2.0,1.0,0.0,1.0,0.0,1.0,0,3.0,0.0,0.0
535,Nathan Redmond,eng ENG,"FW,MF",30-062,1.6,2.0,1,0.0,0.0,2.0,1.0,0.0,1.0,0,2.0,3.0,0.0
536,Michael Obafemi,ie IRL,"FW,MF",23-306,0.2,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
537,Jack Cork,eng ENG,MF,34-317,0.2,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0,1.0,0.0
538,Han-Noah Massengo,fr FRA,"MF,DF",22-305,0.2,1.0,1,1.0,0.0,0.0,1.0,0.0,1.0,0,1.0,0.0,0.0
539,Gustavo Hamer,nl NED,MF,26-318,30.3,37.0,20,17.0,14.0,6.0,31.0,7.0,24.0,29,66.0,32.0,0.0
540,Jayden Bogle,eng ENG,DF,23-285,29.0,64.0,35,42.0,20.0,2.0,42.0,11.0,31.0,31,95.0,88.0,0.0
541,Jack Robinson,eng ENG,DF,30-249,30.1,39.0,25,27.0,12.0,0.0,47.0,31.0,16.0,31,70.0,130.0,2.0
542,Anel Ahmedhodžić,ba BIH,DF,25-042,28.4,61.0,36,45.0,14.0,2.0,41.0,25.0,16.0,34,95.0,133.0,2.0
543,Vinicius Souza,br BRA,MF,24-325,27.7,121.0,75,58.0,48.0,15.0,51.0,16.0,35.0,30,151.0,70.0,1.0
544,Wes Foderingham,eng ENG,GK,33-114,27.4,5.0,3,5.0,0.0,0.0,0.0,0.0,0.0,0,5.0,15.0,6.0
545,Auston Trusty,us USA,DF,25-269,26.6,44.0,28,28.0,13.0,3.0,39.0,21.0,18.0,32,76.0,138.0,3.0
546,James Mcatee,eng ENG,"MF,FW",21-202,20.2,32.0,21,9.0,13.0,10.0,20.0,0.0,20.0,11,43.0,18.0,0.0
547,Cameron Archer,eng ENG,"FW,MF",22-291,18.8,16.0,11,6.0,5.0,5.0,20.0,3.0,17.0,1,17.0,10.0,0.0
548,Oliver Norwood,nir NIR,MF,33-025,16.0,41.0,26,18.0,18.0,5.0,24.0,9.0,15.0,21,62.0,39.0,0.0
549,Oliver McBurnie,sct SCO,FW,27-338,14.2,17.0,7,4.0,7.0,6.0,18.0,2.0,16.0,5,22.0,28.0,0.0
550,Ben Osborn,eng ENG,"DF,MF",29-276,15.1,22.0,9,11.0,9.0,2.0,18.0,2.0,16.0,8,30.0,30.0,0.0
551,Ben Brereton,cl CHI,"FW,MF",25-019,10.5,9.0,4,4.0,4.0,1.0,7.0,3.0,4.0,3,12.0,12.0,0.0
552,George Baldock,gr GRE,DF,31-059,10.8,18.0,10,10.0,7.0,1.0,14.0,8.0,6.0,10,28.0,33.0,0.0
553,Luke Thomas,eng ENG,DF,22-332,10.2,20.0,9,13.0,6.0,1.0,23.0,5.0,18.0,10,30.0,27.0,0.0
