,Unnamed: 0_level_0_Player,Unnamed: 1_level_0_Nation,Unnamed: 2_level_0_Pos,Unnamed: 3_level_0_Age,Unnamed: 4_level_0_90s,Tackles_Tkl,Tackles_TklW,Tackles_Def 3rd,Tackles_Mid 3rd,Tackles_Att 3rd,Blocks_Blocks,Blocks_Sh,Blocks_Pass,Unnamed: 17_level_0_Int,Unnamed: 18_level_0_Tkl+Int,Unnamed: 19_level_0_Clr,Unnamed: 20_level_0_Err
177,Raheem Sterling,eng ENG,"FW,MF",29-151,20.8,20.0,10,7.0,7.0,6.0,12.0,0.0,12.0,12,32.0,8.0,1.0
178,Levi Colwill,eng ENG,DF,21-071,20.0,48.0,30,26.0,17.0,5.0,28.0,10.0,18.0,26,74.0,66.0,0.0
179,Đorđe Petrović,rs SRB,GK,24-212,19.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,2.0
180,Malo Gusto,fr FRA,DF,20-354,18.0,51.0,25,31.0,14.0,6.0,28.0,4.0,24.0,16,67.0,40.0,1.0
181,Marc Cucurella,es ESP,DF,25-290,16.8,53.0,33,29.0,19.0,5.0,34.0,13.0,21.0,19,72.0,38.0,0.0
182,Mykhailo Mudryk,ua UKR,FW,23-123,16.3,21.0,12,9.0,7.0,5.0,11.0,1.0,10.0,9,30.0,9.0,0.0
183,Robert Sánchez,es ESP,GK,26-171,15.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,11.0,3.0
184,Benoît Badiashile,fr FRA,DF,23-042,12.2,19.0,14,12.0,7.0,0.0,19.0,13.0,6.0,18,37.0,53.0,2.0
185,Noni Madueke,eng ENG,FW,22-058,9.6,14.0,8,7.0,4.0,3.0,11.0,0.0,11.0,3,17.0,13.0,0.0
186,Ben Chilwell,eng ENG,DF,27-138,8.4,15.0,10,5.0,9.0,1.0,11.0,3.0,8.0,4,19.0,19.0,1.0
187,Trevoh Chalobah,eng ENG,DF,24-307,7.6,10.0,7,5.0,1.0,4.0,5.0,5.0,0.0,6,16.0,33.0,0.0
188,Armando Broja,al ALB,FW,22-240,5.0,3.0,0,0.0,1.0,2.0,5.0,1.0,4.0,0,3.0,3.0,0.0
189,Reece James,eng ENG,DF,24-151,4.3,13.0,8,10.0,2.0,1.0,4.0,4.0,0.0,3,16.0,7.0,1.0
190,Lesley Ugochukwu,fr FRA,MF,20-042,3.0,12.0,9,3.0,8.0,1.0,5.0,2.0,3.0,1,13.0,3.0,0.0
191,Christopher Nkunku,fr FRA,"FW,MF",26-175,3.7,2.0,1,0.0,2.0,0.0,3.0,0.0,3.0,2,4.0,3.0,0.0
192,Carney Chukwuemeka,eng ENG,"MF,FW",20-200,2.5,6.0,4,3.0,3.0,0.0,1.0,1.0,0.0,0,6.0,1.0,0.0
193,Alfie Gilchrist,eng ENG,DF,20-161,2.3,4.0,0,4.0,0.0,0.0,6.0,3.0,3.0,3,7.0,11.0,0.0
194,Ian Maatsen,nl NED,"FW,MF",22-058,2.3,3.0,2,1.0,1.0,1.0,4.0,0.0,4.0,3,6.0,10.0,0.0
195,Cesare Casadei,it ITA,"FW,MF",21-118,0.8,2.0,1,1.0,1.0,0.0,1.0,0.0,1.0,0,2.0,3.0,0.0
196,Roméo Lavia,be BEL,MF,20-122,0.4,1.0,0,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,1.0,0.0
197,Deivid Washington,br BRA,"DF,FW",18-337,0.1,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
198,Mason Burstow,eng ENG,FW,20-277,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
199,Joshua Acheampong,eng ENG,DF,18-002,0.1,,0,,,,,,,0,,,
200,Alex Matos,eng ENG,MF,19-217,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
201,Jimi Tauriainen,eng ENG,FW,20-060,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
202,André Onana,cm CMR,GK,28-035,35.0,2.0,0,2.0,0.0,0.0,0.0,0.0,0.0,0,2.0,11.0,2.0
203,Bruno Fernandes,pt POR,"MF,FW",29-242,33.0,66.0,37,26.0,24.0,16.0,47.0,6.0,41.0,25,91.0,47.0,2.0
204,Diogo Dalot,pt POR,DF,25-050,32.3,72.0,44,51.0,11.0,10.0,43.0,15.0,28.0,35,107.0,98.0,0.0
205,Alejandro Garnacho,ar ARG,FW,19-311,25.6,21.0,14,7.0,5.0,9.0,24.0,2.0,22.0,17,38.0,18.0,0.0
206,Marcus Rashford,eng ENG,FW,26-189,25.0,18.0,11,8.0,4.0,6.0,15.0,1.0,14.0,4,22.0,19.0,0.0
207,Rasmus Højlund,dk DEN,FW,21-093,22.6,10.0,6,2.0,3.0,5.0,8.0,1.0,7.0,1,11.0,19.0,0.0
208,Casemiro,br BRA,"MF,DF",32-074,19.0,71.0,47,36.0,28.0,7.0,65.0,26.0,39.0,16,87.0,59.0,1.0
209,Kobbie Mainoo,eng ENG,MF,19-018,18.6,42.0,23,19.0,14.0,9.0,18.0,11.0,7.0,19,61.0,28.0,1.0
210,Harry Maguire,eng ENG,DF,31-063,18.4,24.0,17,14.0,10.0,0.0,33.0,24.0,9.0,25,49.0,83.0,1.0
211,Aaron Wan-Bissaka,eng ENG,DF,26-163,16.8,37.0,23,17.0,16.0,4.0,23.0,12.0,11.0,37,74.0,62.0,1.0
212,Raphaël Varane,fr FRA,DF,31-012,15.0,18.0,11,10.0,7.0,1.0,22.0,17.0,5.0,15,33.0,88.0,0.0
213,Scott McTominay,sct SCO,"MF,FW",27-151,18.1,44.0,22,20.0,22.0,2.0,32.0,12.0,20.0,12,56.0,47.0,0.0
214,Antony,br BRA,FW,24-073,14.5,39.0,21,14.0,19.0,6.0,26.0,1.0,25.0,11,50.0,9.0,0.0
215,Victor Lindelöf,se SWE,DF,29-295,14.8,15.0,10,8.0,7.0,0.0,18.0,9.0,9.0,12,27.0,40.0,1.0
216,Jonny Evans,nir NIR,DF,36-125,13.3,20.0,14,18.0,2.0,0.0,23.0,17.0,6.0,18,38.0,68.0,0.0
217,Christian Eriksen,dk DEN,MF,32-083,12.4,17.0,13,4.0,10.0,3.0,17.0,6.0,11.0,4,21.0,12.0,0.0
218,Luke Shaw,eng ENG,DF,28-300,10.7,11.0,8,7.0,3.0,1.0,18.0,11.0,7.0,6,17.0,39.0,0.0
219,Sofyan Amrabat,ma MAR,"MF,DF",27-260,7.7,24.0,15,15.0,7.0,2.0,14.0,5.0,9.0,6,30.0,14.0,2.0
220,Lisandro Martínez,ar ARG,DF,26-110,6.4,11.0,7,8.0,3.0,0.0,9.0,7.0,2.0,4,15.0,23.0,0.0
221,Mason Mount,eng ENG,"MF,FW",25-118,5.7,22.0,14,6.0,10.0,6.0,6.0,1.0,5.0,6,28.0,3.0,0.0
222,Anthony Martial,fr FRA,FW,28-154,5.0,4.0,1,1.0,1.0,2.0,4.0,0.0,4.0,0,4.0,3.0,0.0
223,Sergio Reguilón,es ESP,DF,27-143,4.6,13.0,8,6.0,2.0,5.0,10.0,0.0,10.0,5,18.0,7.0,0.0
224,Willy Kambwala,fr FRA,DF,19-256,3.5,2.0,0,1.0,1.0,0.0,6.0,3.0,3.0,4,6.0,14.0,1.0
225,Facundo Pellistri,uy URU,"FW,MF",22-139,1.9,5.0,3,4.0,1.0,0.0,7.0,1.0,6.0,1,6.0,5.0,0.0
226,Hannibal Mejbri,tn TUN,"MF,FW",21-107,1.5,3.0,3,1.0,2.0,0.0,1.0,1.0,0.0,0,3.0,0.0,0.0
227,Omari Forson,eng ENG,FW,19-292,0.7,2.0,0,0.0,2.0,0.0,0.0,0.0,0.0,0,2.0,0.0,0.0
228,Amad Diallo,ci CIV,FW,21-301,1.8,5.0,2,0.0,4.0,1.0,1.0,0.0,1.0,0,5.0,2.0,0.0
229,Jadon Sancho,eng ENG,"FW,MF",24-043,0.9,1.0,0,1.0,0.0,0.0,1.0,0.0,1.0,1,2.0,0.0,0.0
230,Ethan Wheatley,eng ENG,FW,18-108,0.1,1.0,1,0.0,1.0,0.0,1.0,0.0,1.0,2,3.0,0.0,0.0
231,Donny van de Beek,nl NED,DF,27-019,0.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
232,Daniel Gore,eng ENG,MF,19-224,0.0,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
233,Vladimír Coufal,cz CZE,DF,31-259,32.8,58.0,38,45.0,11.0,2.0,44.0,11.0,33.0,40,98.0,94.0,0.0
234,Emerson Palmieri,it ITA,DF,29-278,33.2,98.0,62,41.0,41.0,16.0,46.0,15.0,31.0,41,139.0,91.0,0.0
235,Jarrod Bowen,eng ENG,FW,27-139,32.5,42.0,28,14.0,14.0,14.0,36.0,5.0,31.0,19,61.0,14.0,0.0
236,James Ward-Prowse,eng ENG,MF,29-188,31.3,45.0,29,14.0,23.0,8.0,30.0,9.0,21.0,36,81.0,46.0,0.0
237,Tomáš Souček,cz CZE,MF,29-070,29.9,50.0,34,21.0,26.0,3.0,52.0,28.0,24.0,37,87.0,100.0,0.0
238,Kurt Zouma,fr FRA,DF,29-193,29.5,21.0,15,13.0,8.0,0.0,36.0,26.0,10.0,25,46.0,149.0,0.0
239,Alphonse Areola,fr FRA,GK,31-070,28.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,14.0,0.0
240,Lucas Paquetá,br BRA,"FW,MF",26-254,27.3,66.0,45,37.0,24.0,5.0,26.0,0.0,26.0,21,87.0,28.0,2.0
241,Edson Álvarez,mx MEX,MF,26-196,26.2,80.0,39,47.0,26.0,7.0,59.0,20.0,39.0,42,122.0,81.0,0.0
242,Kudus Mohammed,gh GHA,"FW,MF",23-279,25.6,61.0,44,26.0,25.0,10.0,24.0,0.0,24.0,11,72.0,9.0,1.0
243,Nayef Aguerd,ma MAR,DF,28-038,20.6,26.0,14,19.0,7.0,0.0,33.0,24.0,9.0,17,43.0,85.0,2.0
244,Michail Antonio,jm JAM,FW,34-040,17.1,15.0,8,5.0,6.0,4.0,16.0,3.0,13.0,4,19.0,3.0,0.0
245,Konstantinos Mavropanos,gr GRE,DF,26-148,15.7,26.0,14,15.0,9.0,2.0,20.0,12.0,8.0,23,49.0,77.0,3.0
246,Łukasz Fabiański,pl POL,GK,39-019,8.0,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,4.0,0.0
247,Angelo Ogbonna,it ITA,DF,35-350,6.1,9.0,3,7.0,2.0,0.0,13.0,10.0,3.0,2,11.0,26.0,0.0
248,Saïd Benrahma,dz ALG,"FW,MF",28-271,6.9,8.0,4,5.0,3.0,0.0,8.0,0.0,8.0,5,13.0,7.0,0.0
249,Ben Johnson,eng ENG,"DF,FW",24-104,6.0,11.0,7,7.0,3.0,1.0,2.0,1.0,1.0,5,16.0,14.0,0.0
250,Pablo Fornals,es ESP,"MF,FW",28-075,4.7,10.0,6,4.0,3.0,3.0,8.0,1.0,7.0,6,16.0,7.0,0.0
251,Danny Ings,eng ENG,FW,31-289,4.4,6.0,2,0.0,6.0,0.0,4.0,1.0,3.0,3,9.0,7.0,0.0
252,Aaron Cresswell,eng ENG,"DF,FW",34-144,3.8,3.0,2,1.0,1.0,1.0,4.0,2.0,2.0,3,6.0,6.0,0.0
253,Kalvin Phillips,eng ENG,MF,28-157,3.4,11.0,6,2.0,8.0,1.0,4.0,1.0,3.0,4,15.0,2.0,1.0
254,Maxwel Cornet,ci CIV,"MF,FW",27-223,1.2,3.0,2,3.0,0.0,0.0,2.0,0.0,2.0,2,5.0,1.0,0.0
255,Divin Mubama,eng ENG,FW,19-195,0.9,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
256,Thilo Kehrer,de GER,"DF,MF",27-229,0.2,1.0,1,0.0,1.0,0.0,2.0,2.0,0.0,0,1.0,0.0,0.0
257,George Earthy,eng ENG,FW,19-245,0.1,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,1,1.0,0.0,0.0
258,Dominic Solanke,eng ENG,FW,26-236,35.6,23.0,11,3.0,13.0,7.0,23.0,5.0,18.0,7,30.0,41.0,0.0
259,Illia Zabarnyi,ua UKR,DF,21-249,35.0,57.0,31,28.0,28.0,1.0,47.0,31.0,16.0,32,89.0,137.0,4.0
260,Ryan Christie,sct SCO,MF,29-075,30.4,78.0,39,32.0,30.0,16.0,48.0,9.0,39.0,50,128.0,48.0,1.0
261,Neto,br BRA,GK,34-293,31.0,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,1,1.0,12.0,2.0
262,Lewis Cook,eng ENG,MF,27-094,29.0,57.0,38,24.0,29.0,4.0,32.0,11.0,21.0,62,119.0,44.0,1.0
263,Adam Smith,eng ENG,DF,33-008,23.0,35.0,22,16.0,11.0,8.0,25.0,11.0,14.0,21,56.0,59.0,0.0
264,Marcos Senesi,ar ARG,DF,26-363,23.0,48.0,27,25.0,21.0,2.0,47.0,21.0,26.0,29,77.0,100.0,1.0
265,Marcus Tavernier,eng ENG,FW,25-046,22.6,50.0,32,24.0,21.0,5.0,30.0,3.0,27.0,5,55.0,23.0,0.0
266,Justin Kluivert,nl NED,"MF,FW",25-002,19.9,27.0,14,5.0,12.0,10.0,15.0,1.0,14.0,7,34.0,11.0,0.0
267,Antoine Semenyo,gh GHA,"FW,MF",24-121,21.4,22.0,15,7.0,8.0,7.0,34.0,2.0,32.0,6,28.0,19.0,0.0
268,Milos Kerkez,hu HUN,DF,20-182,20.9,46.0,25,30.0,13.0,3.0,31.0,11.0,20.0,19,65.0,58.0,1.0
269,Lloyd Kelly,eng ENG,DF,25-214,16.2,24.0,19,10.0,9.0,5.0,19.0,9.0,10.0,10,34.0,66.0,0.0
270,Philip Billing,dk DEN,MF,27-331,15.3,32.0,15,6.0,22.0,4.0,29.0,5.0,24.0,20,52.0,28.0,1.0
271,Max Aarons,eng ENG,DF,24-124,13.0,29.0,19,20.0,7.0,2.0,9.0,5.0,4.0,6,35.0,25.0,0.0
272,Dango Ouattara,bf BFA,"FW,DF",22-086,12.6,41.0,24,22.0,9.0,10.0,18.0,3.0,15.0,22,63.0,35.0,0.0
273,Alex Scott,eng ENG,MF,20-260,10.9,23.0,14,7.0,10.0,6.0,14.0,4.0,10.0,12,35.0,18.0,2.0
274,Luis Sinisterra,co COL,"FW,MF",24-325,7.8,23.0,12,9.0,10.0,4.0,18.0,0.0,18.0,8,31.0,4.0,0.0
275,Chris Mepham,wls WAL,DF,26-184,6.9,12.0,11,9.0,3.0,0.0,13.0,6.0,7.0,7,19.0,30.0,1.0
276,Joe Rothwell,eng ENG,MF,29-117,4.3,7.0,2,4.0,2.0,1.0,4.0,2.0,2.0,3,10.0,2.0,0.0
277,Mark Travers,ie IRL,GK,24-355,3.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
278,David Brooks,wls WAL,"FW,MF",26-304,3.1,5.0,4,2.0,1.0,2.0,3.0,0.0,3.0,2,7.0,2.0,0.0
279,Ionuț Radu,ro ROU,GK,26-345,2.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
280,Jaidon Anthony,eng ENG,FW,24-158,1.7,3.0,1,1.0,0.0,2.0,3.0,0.0,3.0,1,4.0,3.0,0.0
281,Enes Ünal,tr TUR,"FW,MF",26-363,2.6,6.0,4,2.0,3.0,1.0,3.0,2.0,1.0,1,7.0,5.0,0.0
282,Tyler Adams,us USA,MF,25-083,1.2,4.0,3,1.0,3.0,0.0,2.0,0.0,2.0,4,8.0,2.0,0.0
283,James Hill,eng ENG,DF,22-118,0.8,3.0,2,1.0,2.0,0.0,3.0,2.0,1.0,3,6.0,8.0,0.0
284,Kieffer Moore,wls WAL,"FW,MF",31-273,1.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
285,Hamed Junior Traorè,ci CIV,MF,24-081,0.5,1.0,0,1.0,0.0,0.0,3.0,0.0,3.0,0,1.0,0.0,0.0
286,Romain Faivre,fr FRA,"MF,FW",25-298,0.5,1.0,1,0.0,1.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
287,Dominic Sadi,eng ENG,FW,20-248,0.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0.0,0.0
288,Pascal Groß,de GER,"MF,DF",32-327,31.6,67.0,44,32.0,19.0,16.0,38.0,8.0,30.0,21,88.0,30.0,3.0
289,Lewis Dunk,eng ENG,DF,32-168,30.4,26.0,13,16.0,9.0,1.0,47.0,36.0,11.0,31,57.0,81.0,1.0
290,Jan Paul van Hecke,nl NED,DF,23-334,26.3,47.0,26,25.0,19.0,3.0,49.0,27.0,22.0,30,77.0,76.0,4.0
291,Simon Adingra,ci CIV,FW,22-127,21.8,37.0,18,18.0,10.0,9.0,26.0,1.0,25.0,16,53.0,17.0,0.0
292,Billy Gilmour,sct SCO,MF,22-331,21.7,24.0,15,13.0,9.0,2.0,22.0,8.0,14.0,9,33.0,14.0,1.0
293,Bart Verbruggen,nl NED,GK,21-263,19.0,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,9.0,3.0
294,Danny Welbeck,eng ENG,"FW,MF",33-163,16.6,27.0,13,8.0,12.0,7.0,11.0,0.0,11.0,9,36.0,17.0,1.0
295,João Pedro,br BRA,"FW,MF",22-224,20.7,28.0,14,10.0,12.0,6.0,14.0,1.0,13.0,10,38.0,25.0,0.0
296,Joël Veltman,nl NED,DF,32-113,17.2,52.0,40,30.0,17.0,5.0,17.0,7.0,10.0,17,69.0,57.0,1.0
297,Jason Steele,eng ENG,GK,33-263,16.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,8.0,1.0
298,Kaoru Mitoma,jp JPN,FW,26-353,16.5,13.0,6,3.0,7.0,3.0,15.0,1.0,14.0,5,18.0,12.0,0.0
299,Evan Ferguson,ie IRL,FW,19-201,15.2,14.0,6,4.0,7.0,3.0,10.0,3.0,7.0,2,16.0,8.0,0.0
300,Pervis Estupiñán,ec ECU,DF,26-107,13.8,26.0,13,12.0,11.0,3.0,14.0,4.0,10.0,21,47.0,20.0,0.0
301,Facundo Buonanotte,ar ARG,"FW,MF",19-136,13.7,38.0,19,9.0,22.0,7.0,20.0,3.0,17.0,8,46.0,4.0,0.0
302,Igor,br BRA,DF,26-090,15.2,20.0,13,4.0,14.0,2.0,16.0,7.0,9.0,14,34.0,45.0,1.0
303,Carlos Baleba,cm CMR,MF,20-125,13.6,36.0,17,16.0,16.0,4.0,31.0,6.0,25.0,17,53.0,28.0,3.0
304,Adam Lallana,eng ENG,"MF,FW",35-363,8.8,8.0,3,4.0,4.0,0.0,2.0,1.0,1.0,3,11.0,1.0,0.0
305,James Milner,eng ENG,"DF,MF",38-124,8.6,20.0,14,9.0,10.0,1.0,9.0,0.0,9.0,8,28.0,16.0,0.0
306,Adam Webster,eng ENG,DF,29-124,9.7,12.0,12,8.0,3.0,1.0,8.0,5.0,3.0,12,24.0,34.0,1.0
307,Tariq Lamptey,gh GHA,"DF,FW",23-220,8.5,17.0,12,12.0,4.0,1.0,5.0,2.0,3.0,5,22.0,4.0,0.0
308,Jack Hinshelwood,eng ENG,DF,19-026,9.7,14.0,5,7.0,4.0,3.0,6.0,2.0,4.0,14,28.0,18.0,0.0
309,Solly March,eng ENG,"FW,DF",29-292,6.2,19.0,14,9.0,7.0,3.0,5.0,0.0,5.0,11,30.0,8.0,0.0
310,Mahmoud Dahoud,de GER,MF,28-127,5.0,9.0,4,2.0,4.0,3.0,4.0,1.0,3.0,1,10.0,5.0,0.0
311,Jakub Moder,pl POL,MF,25-030,5.6,14.0,7,5.0,4.0,5.0,7.0,2.0,5.0,2,16.0,8.0,0.0
312,Ansu Fati,es ESP,"MF,FW",21-189,5.6,4.0,2,1.0,2.0,1.0,8.0,0.0,8.0,3,7.0,3.0,0.0
313,Julio Enciso,py PAR,"MF,FW",20-105,3.2,3.0,2,2.0,1.0,0.0,7.0,0.0,7.0,0,3.0,2.0,0.0
314,Valentín Barco,ar ARG,"DF,FW",19-289,2.0,5.0,2,3.0,1.0,1.0,3.0,0.0,3.0,1,6.0,2.0,1.0
315,Odeluga Offiah,eng ENG,DF,21-194,1.3,1.0,0,1.0,0.0,0.0,0.0,0.0,0.0,1,2.0,0.0,0.0
316,Mark O'Mahony,ie IRL,FW,19-114,0.7,,0,,,,,,,0,,,
317,Benicio Boaitey,eng ENG,"DF,FW",20-119,0.2,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,2.0,0.0
318,Max Kilman,eng ENG,DF,26-350,36.0,47.0,21,40.0,6.0,1.0,57.0,30.0,27.0,36,83.0,174.0,4.0
319,Nélson Semedo,pt POR,"DF,MF",30-173,33.0,75.0,46,49.0,18.0,8.0,41.0,8.0,33.0,34,109.0,83.0,1.0
320,José Sá,pt POR,GK,31-111,32.7,0.0,0,0.0,0.0,0.0,3.0,0.0,3.0,0,0.0,20.0,5.0
321,Mario Lemina,ga GAB,MF,30-249,31.0,81.0,53,42.0,29.0,10.0,35.0,8.0,27.0,40,121.0,59.0,0.0
322,João Gomes,br BRA,MF,23-085,27.4,115.0,71,62.0,43.0,10.0,48.0,6.0,42.0,18,133.0,29.0,2.0
323,Toti Gomes,pt POR,DF,25-112,28.8,43.0,25,31.0,8.0,4.0,37.0,17.0,20.0,25,68.0,88.0,1.0
324,Matheus Cunha,br BRA,"FW,MF",24-346,25.3,30.0,16,8.0,17.0,5.0,26.0,7.0,19.0,13,43.0,21.0,1.0
325,Rayan Aït-Nouri,dz ALG,"DF,MF",22-336,24.4,66.0,41,37.0,23.0,6.0,29.0,6.0,23.0,15,81.0,34.0,0.0
326,Craig Dawson,eng ENG,DF,34-001,24.5,30.0,20,23.0,6.0,1.0,51.0,39.0,12.0,16,46.0,120.0,1.0
327,Hwang Hee-chan,kr KOR,"FW,MF",28-102,21.9,19.0,9,11.0,7.0,1.0,19.0,1.0,18.0,9,28.0,9.0,0.0
328,Pablo Sarabia,es ESP,"MF,FW",31-362,19.1,19.0,12,8.0,7.0,4.0,17.0,1.0,16.0,9,28.0,9.0,0.0
329,Pedro Neto,pt POR,"FW,MF",24-059,16.7,7.0,3,3.0,2.0,2.0,5.0,1.0,4.0,4,11.0,2.0,0.0
330,Tommy Doyle,eng ENG,MF,22-203,13.4,25.0,12,11.0,9.0,5.0,22.0,9.0,13.0,12,37.0,18.0,0.0
331,Jean-Ricner Bellegarde,fr FRA,"MF,FW",25-315,9.5,15.0,9,7.0,6.0,2.0,17.0,2.0,15.0,7,22.0,13.0,0.0
332,Matt Doherty,ie IRL,"DF,MF",32-112,11.6,27.0,15,15.0,9.0,3.0,13.0,4.0,9.0,6,33.0,43.0,0.0
333,Santiago Bueno,uy URU,DF,25-180,8.2,13.0,7,5.0,7.0,1.0,20.0,10.0,10.0,6,19.0,31.0,0.0
334,Hugo Bueno,es ESP,"DF,MF",21-232,8.1,20.0,14,11.0,7.0,2.0,17.0,4.0,13.0,6,26.0,23.0,0.0
335,Boubacar Traoré,ml MLI,MF,22-261,8.3,32.0,20,16.0,15.0,1.0,12.0,2.0,10.0,5,37.0,7.0,0.0
336,Fábio Silva,pt POR,FW,21-293,2.9,7.0,4,3.0,4.0,0.0,1.0,0.0,1.0,2,9.0,0.0,0.0
337,Daniel Bentley,eng ENG,GK,30-299,3.3,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1.0,0.0
338,Matheus Nunes,pt POR,MF,25-254,2.0,3.0,1,3.0,0.0,0.0,0.0,0.0,0.0,6,9.0,1.0,0.0
339,Leon Chiwome,eng ENG,FW,18-118,1.9,2.0,1,0.0,1.0,1.0,3.0,1.0,2.0,0,2.0,2.0,0.0
340,Nathan Fraser,ie IRL,FW,19-075,2.1,5.0,2,2.0,1.0,2.0,2.0,1.0,1.0,1,6.0,2.0,0.0
341,Sasa Kalajdzic,at AUT,FW,26-305,1.8,6.0,2,3.0,2.0,1.0,3.0,0.0,3.0,1,7.0,6.0,0.0
342,Tawanda Chirewa,eng ENG,"MF,FW",20-209,1.6,7.0,3,3.0,3.0,1.0,0.0,0.0,0.0,1,8.0,0.0,0.0
343,Jonny Castro,es ESP,MF,30-065,0.1,0.0,0,0.0,0.0,0.0,1.0,1.0,0.0,0,0.0,0.0,0.0
344,Bernd Leno,de GER,GK,32-064,36.0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,13.0,1.0
345,Antonee Robinson,us USA,DF,26-273,34.4,87.0,56,55.0,25.0,7.0,53.0,6.0,47.0,78,165.0,110.0,3.0
346,Andreas Pereira,br BRA,MF,28-127,28.2,23.0,11,4.0,11.0,8.0,16.0,2.0,14.0,4,27.0,12.0,0.0
347,João Palhinha,pt POR,MF,28-303,28.0,140.0,73,73.0,55.0,12.0,51.0,8.0,43.0,43,183.0,55.0,0.0
348,Timothy Castagne,be BEL,DF,28-154,28.3,47.0,23,21.0,16.0,10.0,37.0,10.0,27.0,38,85.0,65.0,1.0
349,Calvin Bassey,ng NGA,DF,24-128,23.6,45.0,25,31.0,13.0,1.0,29.0,10.0,19.0,28,73.0,82.0,4.0
350,Alex Iwobi,ng NGA,"FW,MF",28-004,22.4,26.0,17,11.0,13.0,2.0,16.0,0.0,16.0,14,40.0,9.0,0.0
351,Willian,br BRA,FW,35-272,22.3,18.0,11,6.0,7.0,5.0,13.0,0.0,13.0,9,27.0,12.0,1.0
352,Tosin Adarabioyo,eng ENG,DF,26-226,18.0,21.0,11,16.0,5.0,0.0,16.0,11.0,5.0,25,46.0,80.0,0.0
353,Rodrigo Muniz,br BRA,FW,23-003,17.0,7.0,3,1.0,5.0,1.0,8.0,3.0,5.0,4,11.0,20.0,0.0
354,Raúl Jiménez,mx MEX,FW,33-002,14.5,18.0,12,4.0,8.0,6.0,10.0,2.0,8.0,3,21.0,12.0,0.0
355,Tim Ream,us USA,DF,36-215,15.7,18.0,9,11.0,5.0,2.0,22.0,15.0,7.0,25,43.0,56.0,2.0
356,Bobby Reid,jm JAM,FW,31-095,15.2,20.0,14,4.0,14.0,2.0,22.0,2.0,20.0,5,25.0,14.0,0.0
357,Harry Wilson,wls WAL,FW,27-046,16.8,21.0,14,9.0,8.0,4.0,27.0,3.0,24.0,10,31.0,11.0,0.0
358,Issa Diop,fr FRA,DF,27-119,14.8,27.0,15,21.0,5.0,1.0,25.0,17.0,8.0,15,42.0,77.0,1.0
359,Tom Cairney,sct SCO,MF,33-108,15.9,23.0,15,10.0,11.0,2.0,16.0,4.0,12.0,13,36.0,6.0,0.0
360,Harrison Reed,eng ENG,MF,29-101,13.9,29.0,18,9.0,17.0,3.0,19.0,9.0,10.0,11,40.0,22.0,0.0
361,Saša Lukić,rs SRB,MF,27-268,12.5,33.0,19,9.0,17.0,7.0,18.0,5.0,13.0,16,49.0,19.0,1.0
362,Kenny Tete,nl NED,DF,28-211,8.6,22.0,15,15.0,5.0,2.0,10.0,3.0,7.0,16,38.0,33.0,0.0
363,Carlos Vinícius,br BRA,FW,29-043,3.5,3.0,2,0.0,1.0,2.0,4.0,0.0,4.0,0,3.0,1.0,0.0
364,Adama Traoré,es ESP,"FW,MF",28-103,2.8,4.0,3,1.0,2.0,1.0,1.0,0.0,1.0,1,5.0,1.0,0.0
365,Luke Harris,wls WAL,MF,19-034,0.8,1.0,1,1.0,0.0,0.0,0.0,0.0,0.0,0,1.0,0.0,0.0
366,Armando Broja,al ALB,FW,22-240,0.7,0.0,0,0.0,0.0,0.0,1.0,0.0,1.0,0,0.0,0.0,0.0
